Server,Client,Vehicle,Map,Simulation time,Speed,Compass,Accelero,Gyroscop,Location,GNSS,Height,Throttle,Steer,Brake,Reverse,Hand brake,Manual
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0,  0.0)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0,  0.0)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0,  8.0)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0,  9.1)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0,  9.5)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0,  9.8)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0, 10.2)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0, 10.5)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
0 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0, 10.8)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,0 FPS,Mercedes Sprinter,AU,0:00:57,4 km/h,91° SE,"(  0.0,  0.0, 11.1)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 11.4)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 11.7)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 11.9)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 12.1)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 12.3)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 12.5)","( -0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 12.7)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 12.8)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 12.9)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,61 FPS,Mercedes Sprinter,AU,0:00:57,3 km/h,91° SE,"(  0.0,  0.0, 13.1)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.2)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.2)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,2 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
62 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.4)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.3)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.3)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.1)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.1)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.1)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,1 km/h,91° SE,"(  0.0,  0.0, 13.0)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.9)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.8)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.7)","( -0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.5)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.3)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.2)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.1)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 12.0)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 11.8)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:57,0 km/h,91° SE,"(  0.0,  0.0, 11.7)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0, 11.6)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 11.3)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 11.2)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 11.1)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 11.0)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.8)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.8)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.6)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.5)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.4)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.3)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.2)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.1)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0, 10.0)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.9)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.8)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.6)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.5)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.5)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.4)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.3)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.3)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.2)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.2)","(  0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.1)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.1)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.1)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,1 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  8.9)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.0)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.0)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.1)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.1)","( -0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.1)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.1)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.2)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.2)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.3)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.3)","(  0.0, -0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.3)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.4)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.4)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.4)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.5)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.5)","( -0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.5)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.5)","(  0.0, -0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.6)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.6)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.6)","( -0.0,  0.0,  0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:00:58,0 km/h,91° SE,"(  0.0,  0.0,  9.7)","(  0.0,  0.0, -0.0)","(-69.6, -21.4)","( 42.000192,  1.999171)",-0 m,0.00,0.00,0.00,False,False,False
